,shortcode,post_type,username,like,comment,object_1,object_2,object_3,object_4,object_5,object_6
7,Cq2KHcyps4O,GraphVideo,sergioramos,452203,1493,No Object,No Object,No Object,No Object,No Object,No Object
8,Cqyl77RsNeT,GraphSidecar,sergioramos,2340044,4579,4 people,people playing football,people playing soccer,crowd,stadium,No Object
9,CqqFahrs3_6,GraphVideo,sergioramos,211905,1198,No Object,No Object,No Object,No Object,No Object,No Object
10,CqnQ4MPswu2,GraphSidecar,sergioramos,674113,1081,2 people,beard,eyewear,No Object,No Object,No Object
0,CrbNESfIqvR,GraphImage,zara,24883,224,1 person,makeup,high-heeled shoes,No Object,No Object,No Object
1,Cra3g_5I1h8,GraphVideo,zara,8152,58,No Object,No Object,No Object,No Object,No Object,No Object
2,CrafQVsqnOH,GraphImage,zara,10212,89,1 person,makeup,dress,No Object,No Object,No Object
3,CrYnSrqIxhG,GraphImage,zara,13540,118,1 person,towel,sarong,beach,No Object,No Object
4,CrYSpAoo2ht,GraphImage,zara,11835,71,1 person,child,st,ing and beach,No Object,No Object
5,CrXpcQ3IQ03,GraphImage,zara,11623,62,1 person,towel,sarong,No Object,No Object,No Object
6,CrV3Pv7qgos,GraphImage,zara,11632,76,1 person,parasol,deck chair,umbrella,outdoors,No Object
7,CrQ5bhMI3I3,GraphVideo,zara,10175,72,No Object,No Object,No Object,No Object,No Object,No Object
8,CrQkplSItMO,GraphVideo,zara,7450,51,No Object,No Object,No Object,No Object,No Object,No Object
9,CrQCJ6kIwqb,GraphVideo,zara,10987,78,No Object,No Object,No Object,No Object,No Object,No Object
0,CrbBfPYrmTP,GraphSidecar,chrishemsworth,1028624,1936,1 person,artillery,No Object,No Object,No Object,No Object
1,CrW5XiKP1w_,GraphSidecar,chrishemsworth,616718,1146,2 people,bicycle,No Object,No Object,No Object,No Object
2,CrL0YqzLEDG,GraphSidecar,chrishemsworth,2033041,4231,1 person,beard,biceps,tanktop,No Object,No Object
3,Cqk0GjND8bK,GraphVideo,chrishemsworth,1661127,10175,No Object,No Object,No Object,No Object,No Object,No Object
4,CqiOBc2geKE,GraphVideo,chrishemsworth,559480,1915,No Object,No Object,No Object,No Object,No Object,No Object
5,CqBsTHKJlV_,GraphVideo,chrishemsworth,1009352,5312,No Object,No Object,No Object,No Object,No Object,No Object
6,Cp_TjmPP_LW,GraphImage,chrishemsworth,1548354,4334,4 people,people playing baseball,people playing s,No Object,No Object,No Object
7,Cp0MSaNrHjZ,GraphSidecar,chrishemsworth,1320600,3243,1 person,beard,No Object,No Object,No Object,No Object
8,CpRtdq8J6kD,GraphSidecar,chrishemsworth,700468,2025,1 person,surfboard,water,No Object,No Object,No Object
0,CrccRUYMqPA,GraphSidecar,tatawerneck,119099,365,2 people,beard,makeup,people kissing,dress,No Object
1,CrSBJXGgwvU,GraphVideo,tatawerneck,19379,189,No Object,No Object,No Object,No Object,No Object,No Object
2,CrSAdV6AFAC,GraphVideo,tatawerneck,87175,622,No Object,No Object,No Object,No Object,No Object,No Object
3,CrR_FqJgAUY,GraphVideo,tatawerneck,29032,146,No Object,No Object,No Object,No Object,No Object,No Object
4,CrRrxsBAvpv,GraphVideo,tatawerneck,10648,73,No Object,No Object,No Object,No Object,No Object,No Object
5,CrRf1AULXUp,GraphImage,tatawerneck,87501,520,1 person,makeup,fishnet stockings,costume,No Object,No Object
6,CrMFl-bASvS,GraphVideo,tatawerneck,42460,703,No Object,No Object,No Object,No Object,No Object,No Object
7,CrD1rBAuvDc,GraphImage,tatawerneck,60336,202,4 people,people smiling,No Object,No Object,No Object,No Object
8,CrA_6u6ga0o,GraphVideo,tatawerneck,14753,184,No Object,No Object,No Object,No Object,No Object,No Object
9,CrABVoVAG4G,GraphVideo,tatawerneck,12225,70,No Object,No Object,No Object,No Object,No Object,No Object
10,Cq_1SZngq_9,GraphVideo,tatawerneck,26213,165,No Object,No Object,No Object,No Object,No Object,No Object
11,Cq_olUmAM40,GraphVideo,tatawerneck,83569,548,No Object,No Object,No Object,No Object,No Object,No Object
0,CrWCZVds11E,GraphVideo,robertdowneyjr,484373,2028,No Object,No Object,No Object,No Object,No Object,No Object
1,CrLiKrENml2,GraphVideo,robertdowneyjr,738053,3742,No Object,No Object,No Object,No Object,No Object,No Object
2,CrJnsXsRGIS,GraphVideo,robertdowneyjr,359319,2096,No Object,No Object,No Object,No Object,No Object,No Object
3,CrI35XIAoo0,GraphVideo,robertdowneyjr,337935,1061,No Object,No Object,No Object,No Object,No Object,No Object
4,CrBXn1LrH8d,GraphImage,robertdowneyjr,1694932,4831,ficialfootprintcoalition,,@hbomax,No Object,No Object,No Object
5,Cq-wP3FxsnH,GraphVideo,robertdowneyjr,191464,581,No Object,No Object,No Object,No Object,No Object,No Object
6,CqolXf0JEiq,GraphVideo,robertdowneyjr,3169289,35495,No Object,No Object,No Object,No Object,No Object,No Object
7,CpvCsGaO3tg,GraphVideo,robertdowneyjr,168205,346,No Object,No Object,No Object,No Object,No Object,No Object
8,CpncVqosEoh,GraphVideo,robertdowneyjr,189051,419,No Object,No Object,No Object,No Object,No Object,No Object
9,Cpk7sYDpdVe,GraphVideo,robertdowneyjr,296052,821,No Object,No Object,No Object,No Object,No Object,No Object
0,CrWGUnFqspp,GraphImage,paulodybala,934733,3166,1 person,flight jacket,No Object,No Object,No Object,No Object
1,CrRhG5GtSUy,GraphSidecar,paulodybala,1954605,10927,2 people,people playing football,people playing soccer,text,No Object,No Object
2,CrOagWCKPMD,GraphImage,paulodybala,1254210,2694,1 person,child,No Object,No Object,No Object,No Object
3,CrNc8nLNFMY,GraphSidecar,paulodybala,1579382,1621,1 person,playing football,playing soccer,cleats,sports equipment,ball
4,CqyXq4zM3ct,GraphVideo,paulodybala,282944,1167,No Object,No Object,No Object,No Object,No Object,No Object
5,CqlHpPWj0Ff,GraphVideo,paulodybala,89026,211,No Object,No Object,No Object,No Object,No Object,No Object
6,CqiyAXHIJS0,GraphImage,paulodybala,772986,2241,1 person,playing football,playing soccer,stadium,No Object,No Object
7,CqW49R9MqEb,GraphSidecar,paulodybala,2309552,3987,4 people,people playing soccer,No Object,No Object,No Object,No Object
8,CqKC0KGMcb6,GraphSidecar,paulodybala,3496886,6264,8 people,people playing soccer,people playing football,No Object,No Object,No Object
9,CqHB_ONp0sw,GraphSidecar,paulodybala,1812511,3181,3 people,people playing soccer,people playing football,No Object,No Object,No Object
0,CrYtaJ0pOaC,GraphVideo,chanelofficial,51976,213,No Object,No Object,No Object,No Object,No Object,No Object
1,CrYSAkiNxso,GraphVideo,chanelofficial,32191,142,No Object,No Object,No Object,No Object,No Object,No Object
2,CrX3RFRNm-1,GraphVideo,chanelofficial,25771,109,No Object,No Object,No Object,No Object,No Object,No Object
3,CrWI_FTPHfa,GraphVideo,chanelofficial,13234,72,No Object,No Object,No Object,No Object,No Object,No Object
4,CrVtN4GtV0h,GraphVideo,chanelofficial,22820,94,No Object,No Object,No Object,No Object,No Object,No Object
5,CrVTHdtrdLM,GraphVideo,chanelofficial,15949,98,No Object,No Object,No Object,No Object,No Object,No Object
6,Cq53KXauA8l,GraphVideo,chanelofficial,21015,250,No Object,No Object,No Object,No Object,No Object,No Object
7,Cq5ZLzrvh4_,GraphVideo,chanelofficial,21749,111,No Object,No Object,No Object,No Object,No Object,No Object
8,Cq49huCpt1j,GraphVideo,chanelofficial,51876,311,No Object,No Object,No Object,No Object,No Object,No Object
9,Cq3PthZNyNT,GraphVideo,chanelofficial,20831,120,No Object,No Object,No Object,No Object,No Object,No Object
10,Cq2zLw7r8hi,GraphVideo,chanelofficial,56081,290,No Object,No Object,No Object,No Object,No Object,No Object
11,Cq2ZMQLuvAa,GraphVideo,chanelofficial,19672,99,No Object,No Object,No Object,No Object,No Object,No Object
0,CrbZ2QnPfez,GraphSidecar,ladygaga,525865,4474,1 person,blonde hair,makeup,choker,No Object,No Object
1,CqrK_ipP18Z,GraphImage,ladygaga,4242615,32094,1 person,blonde hair,makeup,No Object,No Object,No Object
2,CqBLGsEp8ZF,GraphImage,ladygaga,552514,6808,1 person,blonde hair,champagne,bottle,No Object,No Object
3,Cpvmf5VDD60,GraphVideo,ladygaga,1168801,16483,No Object,No Object,No Object,No Object,No Object,No Object
4,CpvQd3yrH7W,GraphSidecar,ladygaga,4268266,27426,1 person,piano,gown,text,No Object,No Object
5,CpNyTX_rRNb,GraphSidecar,ladygaga,656567,4270,1 person,dancing,gown,No Object,No Object,No Object
6,CpLNaowPUqV,GraphSidecar,ladygaga,753934,5962,1 person,blonde hair,makeup,No Object,No Object,No Object
7,CpDe04uDJuy,GraphVideo,ladygaga,407560,6302,No Object,No Object,No Object,No Object,No Object,No Object
8,CoqnN5HrbEG,GraphImage,ladygaga,3732047,34924,one or more people,poster,No Object,No Object,No Object,No Object
9,Cn2qvc6PJu3,GraphImage,ladygaga,2072047,18895,flower arrangement,prairie gentian,peony,No Object,No Object,No Object
10,Ck_xzHOyK_U,GraphImage,ladygaga,754699,8782,No Object,No Object,No Object,No Object,No Object,No Object
0,CravvMoroBu,GraphImage,sunnyleone,35069,413,2 people,poster,text,No Object,No Object,No Object
1,CraLd48qPmI,GraphVideo,sunnyleone,218861,1485,No Object,No Object,No Object,No Object,No Object,No Object
2,CrYuuFdL3T2,GraphImage,sunnyleone,36694,586,4 people,card,sports equipment,No Object,No Object,No Object
3,CrXkAB3qpUS,GraphImage,sunnyleone,204433,1435,‎1 person,dancing,headdress,costume,dress,text
4,CrT35_mBvjP,GraphVideo,sunnyleone,46989,285,No Object,No Object,No Object,No Object,No Object,No Object
5,CrSwkT2t--A,GraphVideo,sunnyleone,157487,1475,No Object,No Object,No Object,No Object,No Object,No Object
6,CrSZLhbqD3Q,GraphVideo,sunnyleone,116486,805,No Object,No Object,No Object,No Object,No Object,No Object
7,CrQgSTkMT7B,GraphImage,sunnyleone,47583,350,1 person,lipstick,makeup,cosmetics,No Object,No Object
8,CrNXl_4rbbb,GraphVideo,sunnyleone,56988,504,No Object,No Object,No Object,No Object,No Object,No Object
9,CrLClcyt42d,GraphVideo,sunnyleone,82711,344,No Object,No Object,No Object,No Object,No Object,No Object
10,CrIEeElKuXu,GraphSidecar,sunnyleone,639074,4243,1 person,dress,No Object,No Object,No Object,No Object
