,shortcode,post_type,username,like,comment,object_1,object_2,object_3,object_4,object_5,object_6,object
1020,CrcQvTivgiy,GraphImage,jktinfo,57577,1167,one or more people,text,No Object,No Object,No Object,No Object,"book_jacket, dust_cover, dust_jacket, dust_wrapper"
1021,Crc-jWCKe67,GraphImage,routineofnepalbanda,4194,24,2 people,dais,text,No Object,No Object,No Object,"lab_coat, laboratory_coat"
1022,Crc7q0hKYHG,GraphImage,routineofnepalbanda,15565,20,fire,eclipse,No Object,No Object,No Object,No Object,"television, television_system"
1023,Crc5MhMKzLR,GraphImage,routineofnepalbanda,10546,73,3 people,people st,ing and plant,No Object,No Object,No Object,"prison, prison_house"
1024,Crc09lxKpXm,GraphImage,routineofnepalbanda,15381,25,jacar,a and tower,No Object,No Object,No Object,No Object,"beacon, lighthouse, beacon_light, pharos"
1025,CrcwGXCq0DY,GraphImage,routineofnepalbanda,12971,8,4 people,lantern,temple,No Object,No Object,No Object,"cab, hack, taxi, taxicab"
1026,Crct6LIqnBB,GraphImage,routineofnepalbanda,8952,30,3 people,flag,No Object,No Object,No Object,No Object,sunglass
1027,CrchQreq04D,GraphImage,routineofnepalbanda,18960,96,2 people,beard,people smiling,outdoors,No Object,No Object,"suit, suit_of_clothes"
1028,CrcfP-BK0fS,GraphImage,routineofnepalbanda,16298,52,1 person,beard,turban,dinner jacket,No Object,No Object,Windsor_tie
1029,Crcckr7Ksxq,GraphImage,routineofnepalbanda,31089,72,1 person,text,No Object,No Object,No Object,No Object,"web_site, website, internet_site, site"
1030,CrcYwdtqPg_,GraphImage,routineofnepalbanda,8877,42,1 person,playing cricket,poster,No Object,No Object,No Object,comic_book
1031,CfBI-qolzz8,GraphSidecar,alroeya,134,11,No Object,No Object,No Object,No Object,No Object,No Object,"web_site, website, internet_site, site"
1032,CnYhA_CPTZ_,GraphImage,alroeya,14,0,No Object,No Object,No Object,No Object,No Object,No Object,"web_site, website, internet_site, site"
1033,CnYaMGRpQ7o,GraphImage,alroeya,5,0,No Object,No Object,No Object,No Object,No Object,No Object,"web_site, website, internet_site, site"
1034,CnYMgNSL4uf,GraphImage,alroeya,8,0,No Object,No Object,No Object,No Object,No Object,No Object,"web_site, website, internet_site, site"
1035,CnX-r5sroT5,GraphImage,alroeya,75,3,No Object,No Object,No Object,No Object,No Object,No Object,"web_site, website, internet_site, site"
1036,CnXxCBPoqfW,GraphImage,alroeya,17,1,No Object,No Object,No Object,No Object,No Object,No Object,"web_site, website, internet_site, site"
1037,CnXjO4sLqDm,GraphImage,alroeya,8,0,No Object,No Object,No Object,No Object,No Object,No Object,"beach_wagon, station_wagon, wagon, estate_car, beach_waggon, station_waggon, waggon"
1038,CnXf2ZvIPe8,GraphImage,alroeya,9,0,No Object,No Object,No Object,No Object,No Object,No Object,"web_site, website, internet_site, site"
1039,CnXcXLIILC7,GraphImage,alroeya,4,0,No Object,No Object,No Object,No Object,No Object,No Object,"web_site, website, internet_site, site"
1040,CnXZAVxrC0u,GraphImage,alroeya,6,0,No Object,No Object,No Object,No Object,No Object,No Object,"web_site, website, internet_site, site"
1041,CnXSIlnLm6i,GraphImage,alroeya,6,1,No Object,No Object,No Object,No Object,No Object,No Object,"web_site, website, internet_site, site"
1042,CnXLMvarKmT,GraphImage,alroeya,8,4,No Object,No Object,No Object,No Object,No Object,No Object,"web_site, website, internet_site, site"
1043,CpIbF1VuPSt,GraphImage,icc,317790,1168,9 people,people playing tennis,poster,No Object,No Object,No Object,comic_book
1044,CoAHaLzPpkX,GraphImage,icc,560704,2777,cricket,poster,No Object,No Object,No Object,No Object,comic_book
1045,Ck5lW6ADMry,GraphImage,icc,1039612,11344,No Object,No Object,No Object,No Object,No Object,No Object,broom
1046,Crc8arJs_r1,GraphImage,icc,30393,136,1 person,playing cricket,text,No Object,No Object,No Object,ski
1047,Crcr4HRsk13,GraphImage,icc,57638,158,1 person,playing cricket,No Object,No Object,No Object,No Object,"ballplayer, baseball_player"
1048,CrcC_Z9sTmQ,GraphImage,icc,78666,879,2 people,text,No Object,No Object,No Object,No Object,ping-pong_ball
1049,CrcWjbWsb7A,GraphImage,laiguanatv,132,3,poster,card,magazine,newspaper,No Object,No Object,tripod
1050,CrcUYEKscH5,GraphImage,laiguanatv,134,17,No Object,No Object,No Object,No Object,No Object,No Object,"rubber_eraser, rubber, pencil_eraser"
1051,CrcO3uQMhBh,GraphImage,laiguanatv,223,4,poster,water filter,body,No Object,No Object,No Object,"candle, taper, wax_light"
1052,CrcJKWgMpsZ,GraphImage,laiguanatv,203,19,magazine,pen,crossword puzzle,poster,calendar,No Object,magnetic_compass
1053,CrcI8uTsOli,GraphImage,laiguanatv,194,22,poster,text,No Object,No Object,No Object,No Object,"balance_beam, beam"
1054,CrcAB3ysDYb,GraphImage,laiguanatv,158,4,poster,neckwear,newspaper,No Object,No Object,No Object,Windsor_tie
1055,CrbpLpWJo_v,GraphImage,laiguanatv,228,4,money,card,poster,text,No Object,No Object,jigsaw_puzzle
1056,CrbLIYqrymx,GraphImage,laiguanatv,535,269,carton,bathmat,placemat,paper towel,napkin,text,envelope
1057,CrbJ2f6LRcv,GraphSidecar,laiguanatv,98,1,crumpet,pancake,pancakes,No Object,No Object,No Object,potpie
1058,CrdEFvoPAn0,GraphImage,detikcom,1573,105,3 people,text,No Object,No Object,No Object,No Object,"web_site, website, internet_site, site"
1059,Crc9U5dvxss,GraphImage,detikcom,5298,399,3 people,text,No Object,No Object,No Object,No Object,"web_site, website, internet_site, site"
1060,Crc4HUhviHt,GraphImage,detikcom,16082,2019,3 people,scooter,text,No Object,No Object,No Object,"web_site, website, internet_site, site"
1061,Crc2dktvPfP,GraphImage,detikcom,9739,1238,3 people,text,No Object,No Object,No Object,No Object,"web_site, website, internet_site, site"
1062,CrcovA7PLbs,GraphSidecar,detikcom,4912,109,slow loris,thermometer,text,No Object,No Object,No Object,"web_site, website, internet_site, site"
1063,Crch3E4Pwzm,GraphImage,detikcom,4417,41,1 person,text,No Object,No Object,No Object,No Object,ambulance
1064,CrcaGdivU9M,GraphImage,detikcom,19218,539,1 person,text,No Object,No Object,No Object,No Object,"web_site, website, internet_site, site"
1065,CrcUIhXvlz4,GraphSidecar,detikcom,4081,35,1 person,text,No Object,No Object,No Object,No Object,"web_site, website, internet_site, site"
1066,CrcIUUJpyFv,GraphImage,theneighborhoodtalk,3897,810,1 person,text,No Object,No Object,No Object,No Object,"web_site, website, internet_site, site"
1067,CrboXoqL8iC,GraphImage,entre.nous.official,7442,1671,pie,text,No Object,No Object,No Object,No Object,"web_site, website, internet_site, site"
1068,Crbkj0Fr2mi,GraphImage,entre.nous.official,21530,3914,pie,text,No Object,No Object,No Object,No Object,"web_site, website, internet_site, site"
1069,CrbkPb_LUWG,GraphImage,entre.nous.official,12129,2709,pie,text,No Object,No Object,No Object,No Object,"web_site, website, internet_site, site"
1070,CrbkEIirRnW,GraphImage,entre.nous.official,24566,810,pie,text,No Object,No Object,No Object,No Object,"web_site, website, internet_site, site"
1071,CrbhSmKrq6I,GraphImage,entre.nous.official,11080,848,pie,text,No Object,No Object,No Object,No Object,"web_site, website, internet_site, site"
1072,Crbc4J0rw1D,GraphImage,entre.nous.official,3334,77,1 person,condiment,text,No Object,No Object,No Object,"web_site, website, internet_site, site"
1073,CrbX5jxr2Mx,GraphImage,entre.nous.official,866,56,2 people,text,No Object,No Object,No Object,No Object,"lipstick, lip_rouge"
1074,CrbP4jWIWwW,GraphImage,entre.nous.official,13025,586,pie,text,No Object,No Object,No Object,No Object,"web_site, website, internet_site, site"
1075,CrbOmPXIXmT,GraphImage,entre.nous.official,27786,1159,one or more people,pie,text,No Object,No Object,No Object,comic_book
1076,CrbOAIeIj8s,GraphImage,entre.nous.official,13426,249,pie,text,No Object,No Object,No Object,No Object,llama
1077,CrcKNtHJbRA,GraphImage,nocap,4836,50,1 person,text,No Object,No Object,No Object,No Object,"web_site, website, internet_site, site"
1078,CrcB_wdpbCZ,GraphSidecar,nocap,111,109,hat,text,No Object,No Object,No Object,No Object,"backpack, back_pack, knapsack, packsack, rucksack, haversack"
1079,Crbul_8ulS0,GraphImage,nocap,3998,34,1 person,text,No Object,No Object,No Object,No Object,"web_site, website, internet_site, site"
1080,Crbn2RdOiDz,GraphImage,nocap,1605,26,3 people,blower,minivan,truck,text,No Object,"racer, race_car, racing_car"
1081,Crbhx4rvbX_,GraphImage,nocap,5036,36,1 person,bread,text,No Object,No Object,No Object,"web_site, website, internet_site, site"
1082,Crbar0ZPoZg,GraphImage,nocap,2993,23,1 person,tick,text,No Object,No Object,No Object,"web_site, website, internet_site, site"
1083,CrbNTBxOhgm,GraphImage,nocap,2935,22,1 person,text,No Object,No Object,No Object,No Object,"web_site, website, internet_site, site"
1084,CrbGqD6Od7V,GraphImage,nocap,5655,48,grasshopper,text,No Object,No Object,No Object,No Object,"long-horned_beetle, longicorn, longicorn_beetle"
1085,CrY5pJ2rMzD,GraphImage,lahamag,49,0,poster,text,No Object,No Object,No Object,No Object,"nematode, nematode_worm, roundworm"
1086,CrYeq3utMx5,GraphSidecar,lahamag,308,3,2 people,child,sweater,cardigan,No Object,No Object,"maillot, tank_suit"
1087,CrVGo1mAyI-,GraphSidecar,lahamag,312,9,1 person,makeup,hat,dress,No Object,No Object,"pajama, pyjama, pj's, jammies"
1088,CrQZcFitGHG,GraphSidecar,lahamag,1673,12,3 people,dress,No Object,No Object,No Object,No Object,vestment
1089,CrOFTsrN9-T,GraphImage,lahamag,60,1,phone,screen,tablet,amplifier,No Object,No Object,"switch, electric_switch, electrical_switch"
1090,Cq6dI9ZNyey,GraphImage,lahamag,835,14,2 people,dress,No Object,No Object,No Object,No Object,kimono
1091,CrMb8n7p0r9,GraphImage,flamengo,63475,1063,3 people,text,No Object,No Object,No Object,No Object,"web_site, website, internet_site, site"
1092,CrcBj1gMcYs,GraphImage,flamengo,136166,1285,1 person,playing football,poster,text,No Object,No Object,ski
1093,CrbsZp0OWrz,GraphImage,flamengo,13635,57,1 person,playing basketball,text,No Object,No Object,No Object,"book_jacket, dust_cover, dust_jacket, dust_wrapper"
1094,CrbR3-nuiaf,GraphSidecar,flamengo,138440,1053,1 person,playing football,playing soccer,stadium,No Object,No Object,soccer_ball
1095,Cra9H_4MgIc,GraphImage,flamengo,34766,121,1 person,poster,No Object,No Object,No Object,No Object,"book_jacket, dust_cover, dust_jacket, dust_wrapper"
1096,CrawrdCuUl7,GraphImage,flamengo,19541,62,2 people,text,No Object,No Object,No Object,No Object,comic_book
1097,CrYoQqGrZro,GraphImage,flamengo,309604,20707,3 people,people playing football,people playing soccer,stadium,text,No Object,soccer_ball
1098,CrYgAc0ufKM,GraphImage,flamengo,270322,3504,2 people,people playing football,people playing soccer,stadium,No Object,No Object,"jersey, T-shirt, tee_shirt"
1099,CrYSvnmrfQN,GraphSidecar,flamengo,389760,3906,1 person,playing soccer,playing football,poster,No Object,No Object,bulletproof_vest
1100,CrbXUr0NAZ_,GraphSidecar,eye.on.palestine,7283,222,flag,the Western Wall,No Object,No Object,No Object,No Object,"solar_dish, solar_collector, solar_furnace"
1101,CrbEXqxN-wR,GraphSidecar,eye.on.palestine,20405,411,3 people,car,crowd,text,No Object,No Object,minivan
1102,CrdMHo2JnbC,GraphImage,samuelsianto,5,0,1 person,text,No Object,No Object,No Object,No Object,"book_jacket, dust_cover, dust_jacket, dust_wrapper"
1103,CrdL8GAp6wZ,GraphImage,samuelsianto,6,1,1 person,poster,text,No Object,No Object,No Object,"web_site, website, internet_site, site"
1104,CrdL1Lrpp-b,GraphImage,samuelsianto,7,0,1 person,text,No Object,No Object,No Object,No Object,hartebeest
1105,CrdLvxOJDQY,GraphImage,samuelsianto,9,0,1 person,text,No Object,No Object,No Object,No Object,"web_site, website, internet_site, site"
1106,CrdLa3UJ9O7,GraphImage,samuelsianto,9,0,1 person,text,No Object,No Object,No Object,No Object,"web_site, website, internet_site, site"
1107,CrdHQnMJQsb,GraphImage,samuelsianto,37,3,2 people,text,No Object,No Object,No Object,No Object,"book_jacket, dust_cover, dust_jacket, dust_wrapper"
1108,CrdDPx7Ijas,GraphImage,elchiringuitotv,5567,56,4 people,people playing soccer,people playing football,stadium,text,No Object,"web_site, website, internet_site, site"
1109,CrdBkWxobVS,GraphImage,elchiringuitotv,6405,162,1 person,text,No Object,No Object,No Object,No Object,"web_site, website, internet_site, site"
1110,CrdBedJIFNC,GraphImage,elchiringuitotv,2237,16,2 people,people playing basketball,ball,text,No Object,No Object,"parallel_bars, bars"
1111,CrdBY8Yo3Zv,GraphImage,elchiringuitotv,7372,14,1 person,playing basketball,ball,crowd,text,No Object,basketball
1112,Crc5owcNQ9_,GraphSidecar,elchiringuitotv,3716,27,5 people,people playing soccer,people playing football,magazine,newspaper,poster,"web_site, website, internet_site, site"
1113,CrdCUZmoDH9,GraphSidecar,sayidatynet,94,6,1 person,headscarf,scarf,turban,No Object,No Object,"academic_gown, academic_robe, judge's_robe"
1114,CrbgLf5IFi_,GraphSidecar,sayidatynet,305,2,1 person,makeup,carpet,text,No Object,No Object,gown
1115,CracHrnokOk,GraphSidecar,sayidatynet,127,4,furniture,living room,indoors,No Object,No Object,No Object,sliding_door
1116,CrY45wsIccg,GraphSidecar,sayidatynet,3789,39,1 person,makeup,text,No Object,No Object,No Object,comic_book
1117,CrYIoU_o_qy,GraphSidecar,sayidatynet,323,4,1 person,playing tennis,racket,text,No Object,No Object,bulletproof_vest
1118,CrX0Q5QoSoo,GraphSidecar,sayidatynet,1328,12,2 people,child,No Object,No Object,No Object,No Object,"parallel_bars, bars"
1119,CrWV352Ie6K,GraphSidecar,sayidatynet,276,4,1 person,turban,headscarf,head covering,shawl,No Object,poncho
1120,CrbAEMvurse,GraphImage,deals_with_angel,100,1,purse,text,No Object,No Object,No Object,No Object,buckle
1121,CrOWJTBuCSb,GraphImage,deals_with_angel,242,3,1 person,purse,text,No Object,No Object,No Object,holster
1122,CrOP_-BufyF,GraphImage,deals_with_angel,484,1,purse,wristlet,wallet,No Object,No Object,No Object,jigsaw_puzzle
1123,CrcKP-EunfQ,GraphSidecar,deals_with_angel,232,1,fragrance,perfume,No Object,No Object,No Object,No Object,combination_lock
1124,CrcHOWCOSr8,GraphSidecar,deals_with_angel,177,1,No Object,No Object,No Object,No Object,No Object,No Object,"dining_table, board"
1125,CrcDXCLOIu0,GraphImage,deals_with_angel,200,1,No Object,No Object,No Object,No Object,No Object,No Object,packet
1126,CrcBa3rOO3g,GraphImage,deals_with_angel,250,1,chair,ottoman,text,No Object,No Object,No Object,magnetic_compass
1127,Crb2q8euCvW,GraphImage,deals_with_angel,180,1,2 people,purse,No Object,No Object,No Object,No Object,magnetic_compass
1128,Crb1hIIOueg,GraphSidecar,deals_with_angel,208,1,fragrance,perfume,text,No Object,No Object,No Object,"slot, one-armed_bandit"
1129,Crbz3SXORiY,GraphImage,deals_with_angel,209,1,purse,pouch,wristlet,No Object,No Object,No Object,combination_lock
1130,Crc7oaoNFiT,GraphSidecar,titoloshop,117,7,checker board,toecap shoes,sneakers,No Object,No Object,No Object,"shoe_shop, shoe-shop, shoe_store"
1131,Cra0CT3sLHp,GraphSidecar,titoloshop,133,4,sneakers,toecap shoes,No Object,No Object,No Object,No Object,"shoe_shop, shoe-shop, shoe_store"
1132,CramSSbRST8,GraphSidecar,titoloshop,238,2,sneakers,sportswear,No Object,No Object,No Object,No Object,running_shoe
1133,CrYL1mNsZH-,GraphSidecar,titoloshop,193,2,cleats,sneakers,sports equipment,sportswear,No Object,No Object,running_shoe
1134,CrV03gQMHvy,GraphSidecar,titoloshop,758,7,sneakers,strap,No Object,No Object,No Object,No Object,"shoe_shop, shoe-shop, shoe_store"
1135,CrVlfAAKgTx,GraphSidecar,titoloshop,225,2,toecap shoes,sneakers,No Object,No Object,No Object,No Object,running_shoe
1136,CrdC_gyOz_Z,GraphSidecar,saboskirt,74,1,1 person,slip,espadrilles,sleepwear,anklet,dress,"bikini, two-piece"
1137,CrbnlDdOkxN,GraphSidecar,saboskirt,129,2,1 person,dress,sundress,No Object,No Object,No Object,umbrella
1138,CrbWa5gMX6S,GraphSidecar,saboskirt,178,2,1 person,halter top,top,sundress,dress,No Object,stole
1139,CrbIpm3S1ZO,GraphImage,saboskirt,160,0,3 people,skirt,miniskirt,dress,No Object,No Object,"maillot, tank_suit"
1140,Cra0DPKNp_w,GraphImage,saboskirt,109,0,dress,sundress,No Object,No Object,No Object,No Object,vestment
1141,CrajvMtvqOf,GraphSidecar,saboskirt,932,1,2 people,macrame,dress,sundress,No Object,No Object,"brassiere, bra, bandeau"
1142,CrbIn09PGz_,GraphImage,ufc,69335,426,2 people,poster,text,No Object,No Object,No Object,"meerkat, mierkat"
1143,CrXDlpttUDc,GraphSidecar,ufc,120129,906,2 people,text,No Object,No Object,No Object,No Object,"ballplayer, baseball_player"
1144,CrbcTzOuNXs,GraphImage,onepalon,390,20,3 people,text,No Object,No Object,No Object,No Object,"web_site, website, internet_site, site"
1145,CrbJbRruyTW,GraphImage,onepalon,16635,1606,2 people,text,No Object,No Object,No Object,No Object,"web_site, website, internet_site, site"
1146,Cra7ZQPg6iT,GraphSidecar,onepalon,2181,570,1 person,text,No Object,No Object,No Object,No Object,"web_site, website, internet_site, site"
1147,CrYpOnIuYdn,GraphImage,onepalon,2935,157,2 people,text,No Object,No Object,No Object,No Object,"web_site, website, internet_site, site"
1148,CrYlpX1ux1A,GraphImage,onepalon,6808,97,one or more people,text,No Object,No Object,No Object,No Object,"web_site, website, internet_site, site"
1149,CrYfG0CuU9O,GraphImage,onepalon,1960,227,1 person,hospital,text,No Object,No Object,No Object,"web_site, website, internet_site, site"
1150,CrYa8l2AT5g,GraphImage,onepalon,2078,182,2 people,text,No Object,No Object,No Object,No Object,"web_site, website, internet_site, site"
1151,CogeoWdrK2o,GraphSidecar,berrics,40243,869,No Object,No Object,No Object,No Object,No Object,No Object,"jersey, T-shirt, tee_shirt"
1152,CrcElDFvAZt,GraphImage,berrics,2633,22,1 person,skateboard,No Object,No Object,No Object,No Object,wine_bottle
1153,CrYyOcDuiOM,GraphImage,yallneedbutera,463,2,3 people,makeup,hair,No Object,No Object,No Object,monitor
1154,CrVvamCuU13,GraphImage,yallneedbutera,600,0,1 person,chihuahua,No Object,No Object,No Object,No Object,Lakeland_terrier
1155,CrTvgCvJmTQ,GraphSidecar,yallneedbutera,968,4,signboard,text,No Object,No Object,No Object,No Object,"web_site, website, internet_site, site"
1156,CrTWMCFO5bw,GraphImage,yallneedbutera,864,1,1 person,costume,No Object,No Object,No Object,No Object,plate_rack
1157,CrQ79JHuyTq,GraphSidecar,yallneedbutera,945,24,parka,sweater,fleece,sweatshirt,No Object,No Object,sweatshirt
1158,CrPpP6gOgjv,GraphSidecar,yallneedbutera,563,0,1 person,makeup,hair,No Object,No Object,No Object,stethoscope
1159,CrPHsUIJPf_,GraphImage,yallneedbutera,355,1,1 person,makeup,tights,No Object,No Object,No Object,"maillot, tank_suit"
1160,CrPDZQ-Pj-C,GraphSidecar,yallneedbutera,710,2,2 people,overcoat,duffle coat,goosedown coat,raincoat,parka,trench_coat
1161,Crc6BTIMZ7a,GraphImage,indiansuperleague,30369,73,18 people,people playing soccer,people playing football,No Object,No Object,No Object,"web_site, website, internet_site, site"
1162,CrcrSBph3gl,GraphSidecar,indiansuperleague,3637,4,3 people,people playing football,people playing soccer,card,ball,poster,packet
1163,CrcdwbWSBvf,GraphImage,indiansuperleague,29658,96,football,soccer,poster,No Object,No Object,No Object,comic_book
1164,CrbE_qQqK0n,GraphImage,indiansuperleague,4253,23,2 people,people playing football,people playing soccer,people playing cricket,sports equipment,text,"web_site, website, internet_site, site"
1165,Cra0HaJI-ep,GraphSidecar,indiansuperleague,11713,16,1 person,playing soccer,playing football,stadium,text,No Object,"ballplayer, baseball_player"
1166,CramS8XP6En,GraphImage,indiansuperleague,6420,319,football,cricket,text,No Object,No Object,No Object,"web_site, website, internet_site, site"
1167,Crc98IhJtQ6,GraphImage,chouftv_official,285,1,2 people,pie,text,No Object,No Object,No Object,"web_site, website, internet_site, site"
1168,Crc96RlorPI,GraphImage,chouftv_official,55,0,pie,phone,text,No Object,No Object,No Object,"web_site, website, internet_site, site"
1169,Crc93nIM8Nx,GraphImage,chouftv_official,487,1,1 person,playing football,text,No Object,No Object,No Object,"web_site, website, internet_site, site"
1170,Crc9zoEvbS1,GraphImage,chouftv_official,424,5,1 person,text,No Object,No Object,No Object,No Object,"web_site, website, internet_site, site"
1171,Crc9xiCovtg,GraphImage,chouftv_official,366,0,1 person,screen,text,No Object,No Object,No Object,"web_site, website, internet_site, site"
1172,Crc9twDtLZu,GraphImage,chouftv_official,116,0,sports equipment,text,No Object,No Object,No Object,No Object,"web_site, website, internet_site, site"
1173,Crc9kh5Iuzl,GraphImage,chouftv_official,485,16,1 person,strawberry,vegetable,No Object,No Object,No Object,"web_site, website, internet_site, site"
1174,Cra89l1ski0,GraphImage,gazetemagazin,8209,1575,2 people,top,blazer,jumpsuit,text,No Object,trench_coat
1175,CraucqEsjJ5,GraphSidecar,gazetemagazin,10664,1069,3 people,dress,high-heeled shoes,No Object,No Object,No Object,"academic_gown, academic_robe, judge's_robe"
1176,CrWfKgPs69Q,GraphImage,gazetemagazin,26325,832,2 people,parka,No Object,No Object,No Object,No Object,balloon
1177,CrV-r37MeBI,GraphImage,gazetemagazin,12696,996,3 people,sweatsuit,turtleneck,dress,No Object,No Object,maillot
1178,CrUFy7csJba,GraphImage,gazetemagazin,16074,2928,4 people,text,No Object,No Object,No Object,No Object,"web_site, website, internet_site, site"
1179,CrTIjKkoLTY,GraphImage,gazetemagazin,6611,171,5 people,people playing football,No Object,No Object,No Object,No Object,"web_site, website, internet_site, site"
1180,CrIvblhMq7A,GraphImage,gazetemagazin,6026,57,6 people,child,people smiling,crowd,No Object,No Object,toyshop
1181,CqikSFJtrU7,GraphImage,sportskeedacricket,92480,243,4 people,people playing cricket,No Object,No Object,No Object,No Object,"ballplayer, baseball_player"
1182,CqtRoagvpTB,GraphImage,sportskeedacricket,82107,151,13 people,people playing football,people playing soccer,people playing cricket,stadium,No Object,kimono
1183,CrdKikSNX36,GraphImage,sportskeedacricket,1661,10,1 person,playing cricket,text,No Object,No Object,No Object,"web_site, website, internet_site, site"
1184,CrdJpprtNNR,GraphImage,sportskeedacricket,467,6,2 people,people playing cricket,poster,text,No Object,No Object,volleyball
1185,CrdIQSwtiku,GraphImage,sportskeedacricket,3277,144,2 people,people playing cricket,text,No Object,No Object,No Object,"ballplayer, baseball_player"
1186,CrdCDIYNjPG,GraphImage,sportskeedacricket,10613,131,1 person,playing cricket,text,No Object,No Object,No Object,"web_site, website, internet_site, site"
1187,CrdBmSKt_G0,GraphImage,sportskeedacricket,3770,9,1 person,playing cricket,text,No Object,No Object,No Object,"web_site, website, internet_site, site"
1188,Crc7rZoPKYn,GraphImage,sportskeedacricket,11546,719,6 people,people playing cricket,text,No Object,No Object,No Object,"web_site, website, internet_site, site"
1189,Crc2Xzqt3UP,GraphImage,sportskeedacricket,601,42,football,baseball,cricket,sports equipment,text,No Object,"web_site, website, internet_site, site"
1190,Crc0-eiPsEP,GraphImage,sportskeedacricket,24611,422,No Object,No Object,No Object,No Object,No Object,No Object,"web_site, website, internet_site, site"
1191,CrZeP32Ncoq,GraphImage,corinthians,256414,56374,2 people,people playing soccer,people playing football,stadium,No Object,No Object,soccer_ball
1192,CrZOHoKrwLi,GraphImage,corinthians,110851,1284,1 person,sports equipment,No Object,No Object,No Object,No Object,barbershop
1193,CrZNFm-J0UV,GraphImage,corinthians,108023,1190,1 person,playing football,playing soccer,playing baseball,cleats,sportswear,barbell
1194,CrZL1rIuylA,GraphSidecar,corinthians,246833,1330,1 person,beard,stadium,No Object,No Object,No Object,"suit, suit_of_clothes"
1195,CrZJkMVOKSR,GraphImage,corinthians,267612,5526,1 person,playing soccer,sports equipment,stadium,text,No Object,"web_site, website, internet_site, site"
1196,CrZDM8Pus6X,GraphSidecar,corinthians,117289,457,soccer,sports equipment,sportswear,No Object,No Object,No Object,"jersey, T-shirt, tee_shirt"
1197,CrY_YDOpNPJ,GraphImage,corinthians,178527,766,soccer,football,sports equipment,No Object,No Object,No Object,"jersey, T-shirt, tee_shirt"
1198,CrX5Y8ptHhv,GraphImage,jokezar,33521,152,3 people,text,No Object,No Object,No Object,No Object,"web_site, website, internet_site, site"
1199,CrWYHLENNN_,GraphImage,jokezar,114882,614,2 people,text,No Object,No Object,No Object,No Object,"web_site, website, internet_site, site"
1200,CrVrcNuNJvh,GraphImage,jokezar,62547,171,4 people,text,No Object,No Object,No Object,No Object,"web_site, website, internet_site, site"
1201,CrUPfT0vb1d,GraphSidecar,jokezar,66805,1571,1 person,vacuum,hammer,text,No Object,No Object,crutch
1202,CrUI81VtKMQ,GraphImage,jokezar,40807,188,1 person,text,No Object,No Object,No Object,No Object,"web_site, website, internet_site, site"
1203,CrcQlkAN6Tf,GraphSidecar,ultimahoracol,11873,110,4 people,text,No Object,No Object,No Object,No Object,"web_site, website, internet_site, site"
1204,CrcC_bnvKfr,GraphSidecar,ultimahoracol,40193,1330,4 people,text,No Object,No Object,No Object,No Object,"web_site, website, internet_site, site"
1205,Crb7FqWPuPe,GraphImage,ultimahoracol,7183,389,10 people,military uniform,text,No Object,No Object,No Object,"web_site, website, internet_site, site"
1206,Crb2PYQvuyQ,GraphImage,ultimahoracol,5164,475,1 person,text,No Object,No Object,No Object,No Object,"web_site, website, internet_site, site"
1207,CrbuTEHPHHB,GraphSidecar,ultimahoracol,1594,59,4 people,text,No Object,No Object,No Object,No Object,"web_site, website, internet_site, site"
1208,CrbgwUFPhck,GraphImage,ultimahoracol,48859,1540,1 person,text,No Object,No Object,No Object,No Object,"web_site, website, internet_site, site"
1209,CrbZd-tPfds,GraphSidecar,ultimahoracol,3666,211,1 person,text,No Object,No Object,No Object,No Object,"web_site, website, internet_site, site"
1210,CrbTTchuF31,GraphSidecar,ultimahoracol,1066,6,1 person,television,screen,tablet,text,No Object,"web_site, website, internet_site, site"
1211,CrbQJ1Ju5wX,GraphSidecar,ultimahoracol,12374,1629,7 people,text,No Object,No Object,No Object,No Object,"web_site, website, internet_site, site"
1212,CrbIXZIOgOm,GraphSidecar,ultimahoracol,24424,2779,2 people,text,No Object,No Object,No Object,No Object,"web_site, website, internet_site, site"
1213,Crcz1rwS6RK,GraphImage,sosmedmakassar,1609,60,1 person,text,No Object,No Object,No Object,No Object,"web_site, website, internet_site, site"
1214,CrcsQrjy73p,GraphImage,sosmedmakassar,32,0,2 people,hospital,text,No Object,No Object,No Object,"web_site, website, internet_site, site"
1215,Crcmoe8y1E1,GraphSidecar,sosmedmakassar,2412,256,slow loris,text,No Object,No Object,No Object,No Object,"web_site, website, internet_site, site"
1216,CrbOCXrysfR,GraphSidecar,sosmedmakassar,2805,13,9 people,poster,terminal,text,No Object,No Object,"web_site, website, internet_site, site"
1217,CrbHmBTyqzL,GraphSidecar,sosmedmakassar,4102,526,5 people,slow loris,scooter,text,No Object,No Object,"web_site, website, internet_site, site"
1218,CraVYo5Sm-P,GraphSidecar,sosmedmakassar,5061,306,2 people,slow loris,snake,text,No Object,No Object,"web_site, website, internet_site, site"
1219,CraGgO3y1Ls,GraphSidecar,sosmedmakassar,64,0,5 people,car,poster,magazine,No Object,No Object,comic_book
1220,CrZ_G9NSuBv,GraphImage,sosmedmakassar,1113,19,2 people,slow loris,motorcycle,scooter,poster,text,"web_site, website, internet_site, site"
1221,CrZ1VBUSS3L,GraphImage,sosmedmakassar,1373,19,1 person,scooter,text,No Object,No Object,No Object,"web_site, website, internet_site, site"
